AID,cancer,nervous System,immune system,cardiovascular,toxicity,obesity,virus,diabetes,metabolic disorders,bacteria,parasite,epigenetics_genetics,pulmonary,infection,aging,fungal
activity_2242,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
activity_1476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_1478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_1452,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1347417,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_881,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_651560,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
activity_602244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
activity_588458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_588621,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
activity_588850,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
activity_602141,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
activity_504720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
activity_493091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_493160,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
activity_493011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
activity_493012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
activity_449763,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
activity_463104,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
activity_463190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_463212,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_435022,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_2380,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
activity_2825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_435003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_651582,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
activity_1443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
activity_1217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
activity_1029,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
activity_720637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1347034,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1347037,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_485367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_1490,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
activity_1468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504690,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_588413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_652067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_652126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_652257,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
activity_686964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_687014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_687016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_720596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_720702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_743126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1053197,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
activity_651821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_651957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_652010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_652039,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602281,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
activity_624267,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
activity_624268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_624377,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
activity_624416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
activity_651718,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
activity_651800,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
activity_651572,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
activity_602163,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
activity_602123,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
activity_540364,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
activity_504411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
activity_492953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_492956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_492972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_493008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_493087,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
activity_493244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_463082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_2751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
activity_434962,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
activity_2130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_2174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_2177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_2234,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
activity_2057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_2129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1906,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
activity_1947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1822,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
activity_1845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
activity_1321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_631,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
activity_731,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
activity_1032,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1203,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_920,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_932,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_743093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
activity_2052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1529,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_1530,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_1531,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_493014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602410,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
activity_623877,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_488975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_488977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588511,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
activity_588627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_1672,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
activity_2550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_2553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_2648,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
activity_463111,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_463165,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_2156,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_2227,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_2239,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
activity_624037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_602250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_588852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_652048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_652051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_493056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_493084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504660,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_652054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504651,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_504652,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_624291,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
activity_485347,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_485344,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_485358,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_492947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
activity_504810,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
activity_504812,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
activity_540275,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_540277,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_493036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity_1469,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
activity_1479,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
activity_720552,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_720719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_720725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743053,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743054,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743063,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743067,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
activity_743077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1159523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1159528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1159531,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
activity_1159555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1224892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1224893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1224894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1224895,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
activity_1224896,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
activity_1259394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
activity_1259396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1259401,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
activity_1259402,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
activity_1259403,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
activity_1259404,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
activity_1347030,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1347031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1347032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1347033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1347036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1347038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1159518,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_1159519,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
activity_743199,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743239,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
activity_743240,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
activity_743241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
activity_743242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
